J3628,00000000db73dcea,2018-02-03 11:44:17,f9:79:bd:be:99:bf,-55
J3628,00000000db73dcea,2018-02-03 11:44:27,f9:79:bd:be:99:bf,-40
J3628,00000000db73dcea,2018-02-03 11:44:37,f9:79:bd:be:99:bf,-55
J3628,00000000db73dcea,2018-02-03 12:13:53,ac:23:3f:32:53:fa,-40
J3628,00000000db73dcea,2018-02-03 12:13:53,f9:79:bd:be:99:bf,-23
J3628,00000000db73dcea,2018-02-03 12:14:03,ac:23:3f:32:53:fa,-40
J3628,00000000db73dcea,2018-02-03 12:14:03,f9:79:bd:be:99:bf,-38
J3628,00000000db73dcea,2018-02-03 12:14:13,ac:23:3f:32:53:fa,-41
J3628,00000000db73dcea,2018-02-03 12:14:13,f9:79:bd:be:99:bf,-41
J3628,00000000db73dcea,2018-02-03 12:14:23,ac:23:3f:32:53:fa,-68
J3628,00000000db73dcea,2018-02-03 12:14:23,f9:79:bd:be:99:bf,-28
J3628,00000000db73dcea,2018-02-03 12:14:33,f9:79:bd:be:99:bf,-33
J3628,00000000db73dcea,2018-02-03 12:14:43,f9:79:bd:be:99:bf,-44
J3628,00000000db73dcea,2018-02-03 12:14:43,ac:23:3f:32:53:fa,-61
J3628,00000000db73dcea,2018-02-03 12:14:53,f9:79:bd:be:99:bf,-44
J3628,00000000db73dcea,2018-02-03 12:15:04,f9:79:bd:be:99:bf,-27
J3628,00000000db73dcea,2018-02-03 12:15:04,ac:23:3f:32:53:fa,-51
J3628,00000000db73dcea,2018-02-03 12:15:14,ac:23:3f:32:53:fa,-50
J3628,00000000db73dcea,2018-02-03 12:15:14,f9:79:bd:be:99:bf,-36
J3628,00000000db73dcea,2018-02-03 12:15:24,ac:23:3f:32:53:fa,-66
J3628,00000000db73dcea,2018-02-03 12:15:24,f9:79:bd:be:99:bf,-48
J3628,00000000db73dcea,2018-02-03 12:15:34,ac:23:3f:32:53:fa,-60
J3628,00000000db73dcea,2018-02-03 12:15:34,f9:79:bd:be:99:bf,-51
J3628,00000000db73dcea,2018-02-03 12:15:44,ac:23:3f:32:53:fa,-52
J3628,00000000db73dcea,2018-02-03 12:15:44,f9:79:bd:be:99:bf,-47
J3628,00000000db73dcea,2018-02-03 12:15:54,ac:23:3f:32:53:fa,-47
J3628,00000000db73dcea,2018-02-03 12:15:54,f9:79:bd:be:99:bf,-67
J3628,00000000db73dcea,2018-02-03 12:16:04,ac:23:3f:32:53:fa,-45
J3628,00000000db73dcea,2018-02-03 12:16:04,f9:79:bd:be:99:bf,-40
J3628,00000000db73dcea,2018-02-03 12:16:14,ac:23:3f:32:53:fa,-63
J3628,00000000db73dcea,2018-02-03 12:17:34,ac:23:3f:32:53:fa,-53
J3628,00000000db73dcea,2018-02-03 12:17:34,f9:79:bd:be:99:bf,-38
J3628,00000000db73dcea,2018-02-03 12:17:44,ac:23:3f:32:53:fa,-60
J3628,00000000db73dcea,2018-02-03 12:17:44,f9:79:bd:be:99:bf,-27
J3628,00000000db73dcea,2018-02-03 12:17:54,f9:79:bd:be:99:bf,-30
J3628,00000000db73dcea,2018-02-03 12:18:04,f9:79:bd:be:99:bf,-29
J3628,00000000db73dcea,2018-02-03 12:18:14,f9:79:bd:be:99:bf,-51
J3628,00000000db73dcea,2018-02-03 12:18:24,f9:79:bd:be:99:bf,-29
J3628,00000000db73dcea,2018-02-03 12:18:34,f9:79:bd:be:99:bf,-43
J3628,00000000db73dcea,2018-02-03 12:18:44,f9:79:bd:be:99:bf,-42
J3628,00000000db73dcea,2018-02-03 12:18:54,f9:79:bd:be:99:bf,-44
J3628,00000000db73dcea,2018-02-03 12:19:04,f9:79:bd:be:99:bf,-43
J3628,00000000db73dcea,2018-02-03 12:19:14,f9:79:bd:be:99:bf,-29
J3628,00000000db73dcea,2018-02-03 12:19:24,f9:79:bd:be:99:bf,-29
J3628,00000000db73dcea,2018-02-03 12:19:34,f9:79:bd:be:99:bf,-27
J3628,00000000db73dcea,2018-02-03 12:19:44,f9:79:bd:be:99:bf,-42
J3628,00000000db73dcea,2018-02-03 12:19:54,f9:79:bd:be:99:bf,-45
J3628,00000000db73dcea,2018-02-03 12:20:04,f9:79:bd:be:99:bf,-29
